code,time,row,column,geometry,band,x,y,spatial_ref,blue,blue_mad,count,green,green_mad,nir08,nir08_mad,red,red_mad,swir16,swir16_mad,swir22,swir22_mad,twndwi,twndwi_mad,twndwi_stdev
deep_ocean,2004,21,63,POINT (177.48885416932725 -17.560209092146707),1.0,551880.0,-1941600.0,0.0,0.034299999475479126,0.0086899995803833,6.0,0.03539999946951866,0.007411249913275242,0.0052999998442828655,0.0031075000297278166,0.008799999952316284,0.0032312499824911356,0.0035000001080334187,0.0016362499445676804,0.0027000000700354576,0.0018149999668821692,0.8622999787330627,0.05620862543582916,0.2160024493932724
deep_ocean,2004,21,63,POINT (177.435361812905 -17.574581622397872),1.0,546210.0,-1943160.0,0.0,0.042899999767541885,0.009638749994337559,6.0,0.031300000846385956,0.007397499866783619,0.007699999958276749,0.004606250207871199,0.010599999688565731,0.006874999962747097,0.005400000140070915,0.00611875019967556,0.0035000001080334187,0.0038912498857825994,0.7613000273704529,0.22264595329761505,0.2529778480529785
deep_ocean,2004,21,63,POINT (177.42349466750423 -17.59140696592482),1.0,544920.0,-1945020.0,0.0,0.04129999876022339,0.009102500043809414,5.0,0.027499999850988388,0.010614999569952488,0.008100000210106373,0.0026400000788271427,0.008799999952316284,0.0031349998898804188,0.006000000052154064,0.0037400000728666782,0.0027000000700354576,0.006434999871999025,0.792900025844574,0.1143682450056076,0.24156449735164642
deep_ocean,2004,21,63,POINT (177.4194787393295 -17.609968613082316),1.0,544500.0,-1947090.0,0.0,0.0421999990940094,0.0012649999698624015,5.0,0.030400000512599945,0.004152500070631504,0.010200000368058681,0.002282500034198165,0.010599999688565731,0.005362499970942736,0.004800000227987766,0.0011274999706074595,0.004900000058114529,0.0030525000765919685,0.7781999707221985,0.11455422639846802,0.13377362489700317
deep_ocean,2004,21,63,POINT (177.39744732040543 -17.62347225997473),1.0,542160.0,-1948560.0,0.0,0.04149999842047691,0.008772499859333038,5.0,0.02500000037252903,0.00456500006839633,0.007799999788403511,0.004702500067651272,0.009800000116229057,0.0032174999359995127,0.005799999926239252,0.0035200000274926424,0.00430000014603138,0.00464749988168478,0.7520999908447266,0.12869031727313995,0.25561490654945374
deep_ocean,2004,21,63,POINT (177.78810049842602 -17.371663655809677),1.0,583710.0,-1920840.0,0.0,0.05909999832510948,0.006077500060200691,6.0,0.08160000294446945,0.009913749992847443,0.009499999694526196,0.005596249829977751,0.05939999967813492,0.015289999544620514,0.0035000001080334187,0.0025712500791996717,0.0024999999441206455,0.0026950000319629908,0.9052000045776367,0.037002310156822205,0.1349661499261856
deep_ocean,2004,21,63,POINT (177.8382402962307 -17.388612611548975),1.0,589050.0,-1922730.0,0.0,0.03020000085234642,0.0030112499371170998,6.0,0.033399999141693115,0.0032450000289827585,0.007799999788403511,0.0025712500791996717,0.011900000274181366,0.0005637499853037298,0.0044999998062849045,0.0006737500079907477,0.002300000051036477,0.004276250023394823,0.8126000165939331,0.05150817334651947,0.2543148696422577
deep_ocean,2004,21,63,POINT (177.74344305371028 -17.374427410429064),1.0,578970.0,-1921140.0,0.0,0.08760000020265579,0.01209999993443489,7.0,0.12319999933242798,0.010010000318288803,0.006599999964237213,0.004399999976158142,0.08209999650716782,0.01699499972164631,0.004399999976158142,0.0028874999843537807,0.0027000000700354576,0.0031075000297278166,0.9100000262260437,0.07161695510149002,0.18117199838161469
coast,2004,21,63,POINT (177.3824607001454 -17.64127763034175),1.0,540570.0,-1950540.0,0.0,0.05310000106692314,0.0017874999903142452,6.0,0.08269999921321869,0.00031624999246560037,0.13490000367164612,0.040699999779462814,0.07509999722242355,0.006613750010728836,0.04820000007748604,0.024832500144839287,0.023000000044703484,0.011164999566972256,0.042500000447034836,0.21458689868450165,0.2636030614376068
coast,2004,21,63,POINT (177.39091584688342 -17.640426976903722),1.0,541470.0,-1950450.0,0.0,0.030899999663233757,0.00037125000380910933,4.0,0.043699998408555984,0.004578750114887953,0.08900000154972076,0.00494999997317791,0.03359999880194664,0.006215000059455633,0.021299999207258224,0.004042500164359808,0.011300000362098217,0.00232374994084239,0.262800008058548,0.031088901683688164,0.0488571934401989
coast,2004,21,63,POINT (177.39095780616253 -17.639351090119415),1.0,541470.0,-1950330.0,0.0,0.03759999945759773,0.00533499987795949,7.0,0.05660000070929527,0.004124999977648258,0.08640000224113464,0.004784999880939722,0.04179999977350235,0.010752500034868717,0.024299999698996544,0.004784999880939722,0.010700000450015068,0.0015124999918043613,0.29159998893737793,0.041152473539114,0.18272876739501953
coast,2004,21,63,POINT (177.39011949661074 -17.64393549883124),1.0,541380.0,-1950840.0,0.0,0.034299999475479126,0.002722499892115593,7.0,0.044599998742341995,0.0009624999947845936,0.08049999922513962,0.013392499648034573,0.03319999948143959,0.006077500060200691,0.025299999862909317,0.002804999938234687,0.011300000362098217,0.0026950000319629908,0.27059999108314514,0.041396353393793106,0.06884320080280304
coast,2004,21,63,POINT (177.3897844814177 -17.645212805283407),1.0,541350.0,-1950990.0,0.0,0.04280000180006027,0.004372499883174896,7.0,0.05660000070929527,0.002090000081807375,0.04919999837875366,0.008442499674856663,0.03920000046491623,0.00989999994635582,0.01769999973475933,0.004702500067651272,0.007699999958276749,0.0035474998876452446,0.5023000240325928,0.08297331631183624,0.09045542031526566
coast,2004,21,63,POINT (177.38965491685863 -17.64579266004192),1.0,541320.0,-1951050.0,0.0,0.06239999830722809,0.006833749823272228,6.0,0.09179999679327011,0.014753749594092369,0.08959999680519104,0.0501599982380867,0.08820000290870667,0.031129999086260796,0.027699999511241913,0.01798499934375286,0.012400000356137753,0.006531250197440386,0.37130001187324524,0.28112688660621643,0.2888600528240204
coast,2004,21,63,POINT (177.38927378223556 -17.646332733462735),1.0,541290.0,-1951110.0,0.0,0.06129999831318855,0.005857499781996012,5.0,0.09860000014305115,0.005967500153928995,0.2915000021457672,0.022082500159740448,0.1185000017285347,0.025244999676942825,0.20059999823570251,0.025134999305009842,0.09960000216960907,0.009019999764859676,-0.38989999890327454,0.009885022416710854,0.014641995541751385
coast,2004,21,63,POINT (177.39834306195743 -17.645020390089215),1.0,542250.0,-1950960.0,0.0,0.04100000113248825,0.0015950000379234552,6.0,0.06289999932050705,0.002584999892860651,0.1378999948501587,0.0055137500166893005,0.061000000685453415,0.005307499784976244,0.11590000241994858,0.013488749973475933,0.0681999996304512,0.008305000141263008,-0.3562000095844269,0.027460774406790733,0.1062493771314621
coast,2004,21,63,POINT (177.40062292733853 -17.64554088501513),1.0,542490.0,-1951020.0,0.0,0.02669999934732914,0.004812499973922968,7.0,0.03720000013709068,0.00395999988541007,0.11580000072717667,0.0030249999836087227,0.03269999846816063,0.0034924999345093966,0.03189999982714653,0.0014850000152364373,0.011800000444054604,0.0034924999345093966,0.09709999710321426,0.03227029740810394,0.1083950474858284
coast,2004,21,63,POINT (177.40137442961134 -17.645852162970797),1.0,542580.0,-1951050.0,0.0,0.02319999970495701,0.0015399999683722854,7.0,0.03579999879002571,0.0012100000167265534,0.1298999935388565,0.007369999773800373,0.02669999934732914,0.00418000016361475,0.032999999821186066,0.005884999874979258,0.0142000000923872,0.0015950000379234552,-0.2093999981880188,0.04149533435702324,0.12475951015949249
coast,2004,21,63,POINT (177.40369638052138 -17.64558455652537),1.0,542820.0,-1951020.0,0.0,0.0215000007301569,0.0010312499944120646,6.0,0.03579999879002571,0.0011274999706074595,0.1695999950170517,0.00882750004529953,0.025599999353289604,0.0025025000795722008,0.04309999942779541,0.005417500156909227,0.01600000075995922,0.002736249938607216,-0.3650999963283539,0.03936297446489334,0.046986889094114304
noise,2004,20,64,POINT (178.36959269393643 -18.137086142134194),1.0,644880.0,-2005890.0,0.0,0.04230000078678131,0.002529999939724803,2.0,0.05979999899864197,0.011055000126361847,0.06449999660253525,0.04463249817490578,0.049800001084804535,0.017737500369548798,0.005499999970197678,0.0018700000364333391,-0.0013000000035390258,0.0028325000312179327,0.6111999750137329,0.12145650386810303,0.12145650386810303
water,2004,20,64,POINT (178.3681808484995 -18.138413560828546),1.0,644730.0,-2006040.0,0.0,0.04010000079870224,0.002227500081062317,3.0,0.059700001031160355,0.0030799999367445707,0.016599999740719795,0.0007699999841861427,0.041999999433755875,0.007205000147223473,0.007499999832361937,0.002804999938234687,0.002199999988079071,0.0007975000189617276,0.7353000044822693,0.03758857771754265,0.04630599915981293
land,2004,20,64,POINT (178.36426072446716 -18.134531189626554),1.0,644340.0,-2005590.0,0.0,0.024000000208616257,0.0007837499724701047,2.0,0.056299999356269836,0.004922499880194664,0.37059998512268066,0.030511250719428062,0.029200000688433647,0.0019662498962134123,0.14720000326633453,0.013694999739527702,0.04989999905228615,0.0026400000788271427,-0.5911999940872192,0.0005551173817366362,0.0005551173817366362
water,2004,20,64,POINT (178.36462119564257 -18.142053205563677),1.0,644370.0,-2006430.0,0.0,0.05900000035762787,0.0015124999918043613,3.0,0.0835999995470047,0.013089999556541443,0.016699999570846558,0.002474999986588955,0.056699998676776886,0.012374999932944775,0.004399999976158142,0.0030525000765919685,0.002300000051036477,0.0008249999955296516,0.8294000029563904,0.0046766516752541065,0.014195126481354237
surf,2004,20,64,POINT (178.36679904232713 -18.153892231700524),1.0,644580.0,-2007750.0,0.0,0.21639999747276306,0.0,1.0,0.22660000622272491,0.0,0.13210000097751617,0.0,0.20579999685287476,0.0,0.019600000232458115,0.0,0.011800000444054604,0.0,0.4122999906539917,0.0,0.0
noise,2004,20,64,POINT (178.36486150975944 -18.154042087651188),1.0,644370.0,-2007750.0,0.0,0.023600000888109207,0.002062499988824129,3.0,0.03440000116825104,0.009185000322759151,0.10909999907016754,0.0018149999668821692,0.021700000390410423,0.0012924999464303255,0.017000000923871994,0.012842499651014805,0.013500000350177288,0.01143999956548214,0.21819999814033508,0.08570857346057892,0.25988098978996277
land,2004,20,64,POINT (178.28175037438362 -18.149325131567526),1.0,635580.0,-2007180.0,0.0,0.01489999983459711,0.0,1.0,0.032499998807907104,0.0,0.28380000591278076,0.0,0.020099999383091927,0.0,0.10289999842643738,0.0,0.04089999943971634,0.0,-0.6567999720573425,0.0,0.0
land,2004,20,64,POINT (178.26817262677727 -18.157717086217094),1.0,634140.0,-2008110.0,0.0,0.012199999764561653,0.0,1.0,0.03240000084042549,0.0,0.23019999265670776,0.0,0.022299999371170998,0.0,0.09070000052452087,0.0,0.03449999913573265,0.0,-0.6126000285148621,0.0,0.0
land,2004,20,64,POINT (178.2679923911896 -18.175812650319237),1.0,634110.0,-2010090.0,0.0,0.017400000244379044,0.0,1.0,0.03530000150203705,0.0,0.3474999964237213,0.0,0.020099999383091927,0.0,0.13379999995231628,0.0,0.050599999725818634,0.0,-0.6988000273704529,0.0,0.0
water,2004/2006,20,63,POINT (177.87617524317346 -18.26926458897775),1.0,592620.0,-2020200.0,0.0,0.09059999883174896,0.008085000328719616,7.0,0.08500000089406967,0.00791999977082014,0.004800000227987766,0.0017325000371783972,0.013899999670684338,0.0036025000736117363,0.0038999998942017555,0.0017325000371783972,0.002099999925121665,0.002529999939724803,0.9222000241279602,0.028461787849664688,0.19008155167102814
land,2004/2006,20,63,POINT (177.88353486300437 -18.268865237135753),1.0,593400.0,-2020170.0,0.0,0.02290000021457672,0.003932499792426825,14.0,0.05119999870657921,0.007686249911785126,0.35899999737739563,0.031088750809431076,0.029999999329447746,0.005197499878704548,0.1501999944448471,0.011824999935925007,0.05510000139474869,0.008648750372231007,-0.6344000101089478,0.016649045050144196,0.0909559577703476
land,2004/2006,20,64,POINT (178.42883763357517 -18.150902221823173),,,,,0.04259999841451645,0.004674999974668026,4.0,0.07000000029802322,0.004771249834448099,0.30889999866485596,0.030579999089241028,0.05790000036358833,0.00251624989323318,0.13809999823570251,0.03221625089645386,0.06019999831914902,0.016871249303221703,-0.47369998693466187,0.039850909262895584,0.1563027948141098
cloud,2004/2006,25,68,POINT (-178.09980715518145 -14.287292227901679),1.0,381360.0,-1579770.0,0.0,0.1266999989748001,0.07804500311613083,6.0,0.1298999935388565,0.08794499933719635,0.1648000031709671,0.12804000079631805,0.11810000240802765,0.08615750074386597,0.13819999992847443,0.11330000311136246,0.09189999848604202,0.07621625065803528,0.2152000069618225,0.3320274353027344,0.3411686420440674
cloud,2004/2006,25,68,POINT (-178.09547203275994 -14.284729213780546),1.0,381840.0,-1579500.0,0.0,0.24480000138282776,0.06880500167608261,5.0,0.22579999268054962,0.08299499750137329,0.2506999969482422,0.09033749997615814,0.2290000021457672,0.08984249830245972,0.2222999930381775,0.0632224977016449,0.19939999282360077,0.019552500918507576,-0.15800000727176666,0.048995018005371094,0.2984132170677185
cloud,2004/2006,25,68,POINT (-178.09617649015345 -14.287265805226504),1.0,381780.0,-1579770.0,0.0,0.1054999977350235,0.06588999927043915,5.0,0.09529999643564224,0.08142749965190887,0.11079999804496765,0.10419750213623047,0.08749999850988388,0.08236250281333923,0.10260000079870224,0.09239999949932098,0.09229999780654907,0.07664249837398529,0.04170000180602074,0.15696483850479126,0.22948604822158813
cloud,2004/2006,25,68,POINT (-178.09045954746009 -14.288032061530954),1.0,382380.0,-1579860.0,0.0,0.10750000178813934,0.0727512463927269,6.0,0.09210000187158585,0.07559750229120255,0.10580000281333923,0.09739124774932861,0.0908999964594841,0.08361375331878662,0.1039000004529953,0.09806499630212784,0.08699999749660492,0.07418125122785568,0.15760000050067902,0.3146587014198303,0.3466227948665619
cloud,2004/2006,25,68,POINT (-178.0982627678188 -14.288560512615016),1.0,381540.0,-1579920.0,0.0,0.1818999946117401,0.06577999889850616,6.0,0.18539999425411224,0.07330124825239182,0.2393999993801117,0.13029499351978302,0.17440000176429749,0.08105625212192535,0.19990000128746033,0.052841249853372574,0.15549999475479126,0.035612501204013824,-0.054499998688697815,0.1501445174217224,0.34118106961250305
cloud,2004/2006,25,68,POINT (-178.1764304439814 -14.273314194048785),1.0,373110.0,-1578270.0,0.0,0.25049999356269836,0.06140749901533127,2.0,0.2572000026702881,0.07237999886274338,0.2930000126361847,0.07581750303506851,0.25690001249313354,0.07823749631643295,0.24310000240802765,0.08314625173807144,0.18379999697208405,0.0667562484741211,-0.1665000021457672,0.07331891357898712,0.07331891357898712
cloud,2004/2006,25,68,POINT (-178.18244542634116 -14.2671308137126),1.0,372450.0,-1577580.0,0.0,0.17110000550746918,0.11555500328540802,6.0,0.15760000050067902,0.12234749644994736,0.16580000519752502,0.14529624581336975,0.15299999713897705,0.12967625260353088,0.15129999816417694,0.13425500690937042,0.11230000108480453,0.09157499670982361,0.22619999945163727,0.32282593846321106,0.3361886441707611
cloud,2004/2006,25,68,POINT (-178.18526325591515 -14.267447914320574),1.0,372150.0,-1577640.0,0.0,0.15039999783039093,0.10381250083446503,6.0,0.13850000500679016,0.113561250269413,0.1412999927997589,0.1254824995994568,0.13490000367164612,0.11741124838590622,0.12280000001192093,0.11286000162363052,0.08380000293254852,0.07401625066995621,0.23070000112056732,0.3556854724884033,0.34691017866134644
cloud,2004/2006,25,68,POINT (-178.1776226026473 -14.26797641432966),1.0,372960.0,-1577700.0,0.0,0.1777999997138977,0.08299499750137329,6.0,0.1941000074148178,0.06114625185728073,0.16210000216960907,0.1411987543106079,0.17339999973773956,0.07254499942064285,0.12700000405311584,0.11892375349998474,0.10989999771118164,0.10198374837636948,0.22930000722408295,0.4577904939651489,0.48751896619796753
cloud,2004/2006,25,68,POINT (-178.17372099246793 -14.278387608506778),1.0,373410.0,-1578840.0,0.0,0.1850000023841858,0.1441275030374527,5.0,0.19189999997615814,0.1444299966096878,0.20980000495910645,0.14338499307632446,0.18709999322891235,0.16249750554561615,0.15039999783039093,0.0665775015950203,0.11020000278949738,0.07240749895572662,-0.060499999672174454,0.10490383207798004,0.43106526136398315
cloud,2004/2006,25,68,POINT (-178.17339585828634 -14.286737351063106),1.0,373440.0,-1579770.0,0.0,0.3517000079154968,0.317487508058548,5.0,0.33329999446868896,0.04141499847173691,0.37299999594688416,0.020184999331831932,0.3391999900341034,0.04292749986052513,0.2847000062465668,0.06072000041604042,0.19830000400543213,0.060747500509023666,-0.17679999768733978,0.06868571788072586,0.32070624828338623
cloud,2004/2006,25,68,POINT (-178.13302503073615 -14.313422714562506),1.0,377790.0,-1582680.0,0.0,0.2818000018596649,0.13569875061511993,4.0,0.28760001063346863,0.0882750004529953,0.3328000009059906,0.11331374943256378,0.29010000824928284,0.15387624502182007,0.2840000092983246,0.09869749844074249,0.2003999948501587,0.09176749736070633,-0.21220000088214874,0.06781256943941116,0.35103839635849
cloud,2004/2006,25,68,POINT (-178.13156192691886 -14.314849366400786),1.0,377970.0,-1582860.0,0.0,1.6022000312805176,0.0,5.0,0.3725999891757965,0.3338775038719177,0.3928999900817871,0.1297450065612793,0.36959999799728394,0.3548874855041504,0.35199999809265137,0.06308499723672867,0.26899999380111694,0.01919499970972538,-0.008999999612569809,0.2435656636953354,0.36584481596946716
cloud,2004/2006,25,68,POINT (-178.1302072011622 -14.313845427175128),1.0,378120.0,-1582740.0,0.0,0.23669999837875366,0.15928000211715698,6.0,0.2386000007390976,0.17626124620437622,0.30379998683929443,0.190506249666214,0.24770000576972961,0.21906499564647675,0.25029999017715454,0.1725350022315979,0.1940000057220459,0.12311749905347824,-0.11819999665021896,0.13451647758483887,0.35268980264663696
cloud,2004/2006,25,68,POINT (-178.1819035360385 -14.25841036994411),1.0,372510.0,-1576620.0,0.0,0.22949999570846558,0.1764262467622757,6.0,0.23749999701976776,0.17327749729156494,0.26899999380111694,0.23962125182151794,0.23739999532699585,0.1865050047636032,0.227400004863739,0.1555124968290329,0.1890999972820282,0.0600462481379509,0.0019000000320374966,0.16969488561153412,0.3989708125591278
noise,2005,15,50,POINT (166.39048866198883 -22.24902125426569),1.0,643290.0,-2461050.0,0.0,0.0348999984562397,0.0,1.0,0.053599998354911804,0.0,0.2840000092983246,0.0,0.04600000008940697,0.0,0.17839999496936798,0.0,0.07989999651908875,0.0,-0.6097000241279602,0.0,0.0
noise,2005,15,50,POINT (166.39144207103763 -22.24902813615218),1.0,643380.0,-2461050.0,0.0,0.03480000048875809,0.0,1.0,0.05570000037550926,0.0,0.31200000643730164,0.0,0.04230000078678131,0.0,0.17839999496936798,0.0,0.08500000089406967,0.0,-0.6104000210762024,0.0,0.0
noise,2005,15,50,POINT (166.39229597757534 -22.249321655691613),1.0,643470.0,-2461080.0,0.0,0.03480000048875809,0.0,1.0,0.053599998354911804,0.0,0.25600001215934753,0.0,0.04780000075697899,0.0,0.18809999525547028,0.0,0.09000000357627869,0.0,-0.6049000024795532,0.0,0.0
noise,2005,15,50,POINT (166.39254351967259 -22.249299479372596),1.0,643500.0,-2461080.0,0.0,0.042399998754262924,0.0,1.0,0.06400000303983688,0.0,0.25600001215934753,0.0,0.05900000035762787,0.0,0.20739999413490295,0.0,0.1128000020980835,0.0,-0.5641000270843506,0.0,0.0
noise,2005,15,50,POINT (166.39291483263065 -22.24926621419431),1.0,643530.0,-2461080.0,0.0,0.052000001072883606,0.0,1.0,0.07429999858140945,0.0,0.22380000352859497,0.0,0.07580000162124634,0.0,0.18320000171661377,0.0,0.11029999703168869,0.0,-0.461899995803833,0.0,0.0
noise,2005,15,50,POINT (166.39079050610812 -22.2490437409234),1.0,643320.0,-2461050.0,0.0,0.03099999949336052,0.0,1.0,0.053599998354911804,0.0,0.2840000092983246,0.0,0.04230000078678131,0.0,0.17839999496936798,0.0,0.07479999959468842,0.0,-0.6097000241279602,0.0,0.0
noise,2005,15,50,POINT (166.3910866180012 -22.249031178948133),1.0,643350.0,-2461050.0,0.0,0.03680000081658363,0.0,1.0,0.05779999867081642,0.0,0.2840000092983246,0.0,0.049800001084804535,0.0,0.20010000467300415,0.0,0.09759999811649323,0.0,-0.6067000031471252,0.0,0.0
noise,2005,20,63,POINT (178.07078461898678 -18.266376398699215),1.0,613200.0,-2019990.0,0.0,0.06019999831914902,0.0,1.0,0.05660000070929527,0.0,0.07150000333786011,0.0,0.04650000110268593,0.0,0.032099999487400055,0.0,0.027899999171495438,0.0,0.2793000042438507,0.0,0.0
noise,2005,20,63,POINT (178.16931340692665 -18.37251605960878),1.0,623520.0,-2031810.0,0.0,0.05480000004172325,0.0,1.0,0.03929999843239784,0.0,0.04399999976158142,0.0,0.031199999153614044,0.0,0.02410000003874302,0.0,0.019700000062584877,0.0,0.36329999566078186,0.0,0.0
noise,2005,20,64,POINT (178.6021191315112 -17.921218653010413),1.0,669690.0,-1982190.0,0.0,0.05460000038146973,0.014519999735057354,2.0,0.06949999928474426,0.015358749777078629,0.02759999968111515,0.015592499636113644,0.05920000001788139,0.028462499380111694,0.012799999676644802,0.008153749629855156,0.014000000432133675,0.010326250456273556,0.6922000050544739,0.14265716075897217,0.14265716075897217
noise,2005,20,64,POINT (178.59695237799727 -17.91801746530005),1.0,669150.0,-1981830.0,0.0,0.10480000078678131,0.0,1.0,0.13660000264644623,0.0,0.08590000122785568,0.0,0.14710000157356262,0.0,0.05310000106692314,0.0,0.04780000075697899,0.0,0.3179999887943268,0.0,0.0
noise,2005,20,64,POINT (178.49968523917133 -18.138763255474657),1.0,658650.0,-2006190.0,0.0,0.08020000159740448,0.0,1.0,0.09279999881982803,0.0,0.06830000132322311,0.0,0.07880000025033951,0.0,0.03759999945759773,0.0,0.02800000086426735,0.0,0.36329999566078186,0.0,0.0
noise,2005,20,64,POINT (178.47823720423565 -18.12683042270979),1.0,656400.0,-2004840.0,0.0,0.062199998646974564,0.0,1.0,0.06710000336170197,0.0,0.06300000101327896,0.0,0.051899999380111694,0.0,0.03220000118017197,0.0,0.027799999341368675,0.0,0.3456999957561493,0.0,0.0
noise,2005,20,64,POINT (178.38962137361906 -18.095824093628657),1.0,647040.0,-2001330.0,0.0,0.016599999740719795,0.015949999913573265,2.0,0.03669999912381172,0.028668750077486038,0.24400000274181366,0.10158500075340271,0.027699999511241913,0.026743749156594276,0.11699999868869781,0.07231125235557556,0.04809999838471413,0.03964124992489815,-0.689300000667572,0.10503645241260529,0.10503645241260529
noise,2005,20,64,POINT (178.38811941038827 -18.09359690853648),1.0,646890.0,-2001090.0,0.0,0.010900000110268593,0.0074662500992417336,2.0,0.026200000196695328,0.015262500382959843,0.2371000051498413,0.12322749942541122,0.010499999858438969,0.011976250447332859,0.10029999911785126,0.058740001171827316,0.03709999844431877,0.018644999712705612,-0.47589999437332153,0.21386323869228363,0.21386323869228363
cloud,2005/2007,31,64,POINT (179.0803132080588 -8.46541723612563),1.0,729030.0,-936360.0,0.0,0.22769999504089355,0.0,1.0,0.27900001406669617,0.0,0.19280000030994415,0.0,0.25769999623298645,0.0,0.08449999988079071,0.0,0.039400000125169754,0.0,0.1664000004529953,0.0,0.0
cloud,2005/2007,31,64,POINT (179.08013147309754 -8.46506540790474),1.0,729000.0,-936330.0,0.0,0.14550000429153442,0.0,1.0,0.2312999963760376,0.0,0.46709999442100525,0.0,0.27410000562667847,0.0,0.22429999709129333,0.0,0.09210000187158585,0.0,-0.27730000019073486,0.0,0.0
cloud,2005/2007,31,64,POINT (179.09446834226276 -8.63518132406972),1.0,730500.0,-955140.0,0.0,0.8830000162124634,0.7191662788391113,2.0,0.9078999757766724,0.6942924857139587,0.2782999873161316,0.2631475031375885,0.8585000038146973,0.7436962723731995,0.22120000422000885,0.21159875392913818,0.13570000231266022,0.1306387484073639,0.41449999809265137,0.43603184819221497,0.43603184819221497
cloud,2005/2007,31,64,POINT (179.0955486556435 -8.636728665823494),1.0,730590.0,-955320.0,0.0,0.8439000248908997,0.7582712769508362,2.0,0.8421000242233276,0.7600862383842468,0.41510000824928284,0.3915312588214874,0.8278999924659729,0.7742762565612793,0.805899977684021,0.7963037490844727,0.2102999985218048,0.20259250700473785,0.1882999986410141,0.551354169845581,0.551354169845581
cloud,2005/2007,31,64,POINT (179.0915706792695 -8.633473212070571),1.0,730170.0,-954960.0,0.0,1.6022000312805176,0.0,1.0,1.6022000312805176,0.0,0.6927000284194946,0.0,1.6022000312805176,0.0,0.5636000037193298,0.0,0.3488999903202057,0.0,-0.10419999808073044,0.0,0.0
cloud,2005/2007,31,64,POINT (179.09151010094908 -8.631624423197342),1.0,730170.0,-954750.0,0.0,0.8531000018119812,0.7491000294685364,2.0,0.8410000205039978,0.761131227016449,0.2824000120162964,0.2754949927330017,0.8111000061035156,0.7910237312316895,0.2363000065088272,0.22921249270439148,0.15299999713897705,0.14794999361038208,0.4140999913215637,0.45267122983932495,0.45267122983932495
cloud,2005/2007,31,65,POINT (179.19428122153545 -8.521213060368005),1.0,741540.0,-942600.0,0.0,1.6022000312805176,0.0,1.0,1.6022000312805176,0.0,0.5479999780654907,0.0,1.6022000312805176,0.0,0.47099998593330383,0.0,0.32670000195503235,0.0,-0.03779999911785126,0.0,0.0
cloud,2005/2007,31,65,POINT (179.19475575171205 -8.522007068733187),1.0,741600.0,-942690.0,0.0,1.6022000312805176,0.0,1.0,1.6022000312805176,0.0,0.5196999907493591,0.0,1.6022000312805176,0.0,0.47350001335144043,0.0,0.3555999994277954,0.0,-0.030500000342726707,0.0,0.0
cloud,2005/2007,31,65,POINT (179.19423073960178 -8.522600061232792),1.0,741540.0,-942750.0,0.0,1.6022000312805176,0.0,1.0,1.6022000312805176,0.0,0.6169000267982483,0.0,1.6022000312805176,0.0,0.5357999801635742,0.0,0.3767000138759613,0.0,-0.0786999985575676,0.0,0.0
cloud,2005/2007,31,65,POINT (179.19402881186707 -8.521293466354415),1.0,741510.0,-942600.0,0.0,1.6022000312805176,0.0,1.0,1.6022000312805176,0.0,0.5845000147819519,0.0,1.6022000312805176,0.0,0.5008999705314636,0.0,0.3555999994277954,0.0,-0.05849999934434891,0.0,0.0
cloud,2005/2007,31,65,POINT (179.19474565532533 -8.523685536614837),1.0,741600.0,-942870.0,0.0,1.6022000312805176,0.0,1.0,0.429500013589859,0.0,0.4505000114440918,0.0,0.4255000054836273,0.0,0.3887999951839447,0.0,0.29499998688697815,0.0,-0.25380000472068787,0.0,0.0
cloud,2005/2007,31,65,POINT (179.1944326673365 -8.523052343021414),1.0,741570.0,-942810.0,0.0,1.6022000312805176,0.0,1.0,1.6022000312805176,0.0,0.5683000087738037,0.0,1.6022000312805176,0.0,0.48840001225471497,0.0,0.35040000081062317,0.0,-0.049800001084804535,0.0,0.0
cloud,2005/2007,31,65,POINT (179.19381678774562 -8.522901582485433),1.0,741510.0,-942780.0,0.0,1.6022000312805176,0.0,1.0,1.6022000312805176,0.0,0.6330999732017517,0.0,1.6022000312805176,0.0,0.545799970626831,0.0,0.3847000002861023,0.0,-0.08590000122785568,0.0,0.0
cloud,2005/2007,31,65,POINT (179.2025198731121 -8.512187379563699),1.0,742470.0,-941610.0,0.0,0.18940000236034393,0.04334000125527382,3.0,0.1768999993801117,0.04809749871492386,0.1817999929189682,0.04774000123143196,0.17399999499320984,0.04873000085353851,0.12530000507831573,0.07386499643325806,0.09019999951124191,0.06770499795675278,-0.001500000013038516,0.11006128042936325,0.34149137139320374
cloud,2005/2007,31,65,POINT (179.20200495738854 -8.512458756184717),1.0,742410.0,-941640.0,0.0,0.18310000002384186,0.016939999535679817,3.0,0.17489999532699585,0.00775500014424324,0.1762000024318695,0.01812249980866909,0.17149999737739563,0.006077500060200691,0.13279999792575836,0.016472499817609787,0.10350000113248825,0.014877500012516975,-0.023800000548362732,0.015821360051631927,0.3220272660255432
cloud,2005/2007,31,65,POINT (179.20082368014042 -8.512468807166936),1.0,742260.0,-941640.0,0.0,0.23810000717639923,0.02012999914586544,3.0,0.23810000717639923,0.01878250017762184,0.22550000250339508,0.02681249938905239,0.24650000035762787,0.0007149999728426337,0.1518000066280365,0.021257499232888222,0.10520000010728836,0.024915000423789024,-0.00930000003427267,0.07497072964906693,0.24205142259597778
