code,time,row,column,row_2,column_2,id,tile_id,epsg,geometry,band,x,y,spatial_ref,blue,blue_mad,count,green,green_mad,meanwi,meanwi_mad,meanwi_stdev,mndwi,mndwi_mad,mndwi_stdev,ndwi,ndwi_mad,ndwi_stdev,nir08,nir08_mad,nir08_stdev,nirwi,nirwi_mad,nirwi_stdev,red,red_mad,swir16,swir16_mad,swir22,swir22_mad
cloud,2006,62,30,31,65,031065,"31,65",32660,POINT (179.19838725787042 -8.510820151499836),1.0,742020.0,-941460.0,0.0,1.6022000312805176,0.0,1.0,1.6022000312805176,0.0,-0.15410000085830688,0.0,0.0,0.5217999815940857,0.0,0.0,0.38600000739097595,0.0,0.0,0.7096999883651733,0.0,0.0,-0.6944000124931335,0.0,0.0,1.6022000312805176,0.0,0.5033000111579895,0.0,0.3107999861240387,0.0
cloud,2006,62,30,31,65,031065,"31,65",32660,POINT (179.19833855236115 -8.510351446574301),1.0,741990.0,-941400.0,0.0,1.6022000312805176,0.0,1.0,1.6022000312805176,0.0,-0.15219999849796295,0.0,0.0,0.5309000015258789,0.0,0.0,0.38839998841285706,0.0,0.0,0.7056000232696533,0.0,0.0,-0.6929000020027161,0.0,0.0,1.6022000312805176,0.0,0.4909000098705292,0.0,0.2897000014781952,0.0
cloud,2006,62,30,31,65,031065,"31,65",32660,POINT (179.19151166347595 -8.481735102940531),1.0,741270.0,-938250.0,0.0,1.6022000312805176,0.0,1.0,1.6022000312805176,0.0,-0.027799999341368675,0.0,0.0,0.5683000087738037,0.0,0.0,0.5307000279426575,0.0,0.0,0.491100013256073,0.0,0.0,-0.5864999890327454,0.0,0.0,1.6022000312805176,0.0,0.4410000145435333,0.0,0.32919999957084656,0.0
cloud,2006,62,30,31,65,031065,"31,65",32660,POINT (179.19211236475715 -8.481718939469681),1.0,741330.0,-938220.0,0.0,1.6022000312805176,0.0,1.0,1.6022000312805176,0.0,-0.022099999710917473,0.0,0.0,0.5720999836921692,0.0,0.0,0.5367000102996826,0.0,0.0,0.4828999936580658,0.0,0.0,-0.5809999704360962,0.0,0.0,1.6022000312805176,0.0,0.4359999895095825,0.0,0.3424000144004822,0.0
cloud,2006,62,30,31,65,031065,"31,65",32660,POINT (179.19259941985004 -8.481783593348947),1.0,741390.0,-938250.0,0.0,1.6022000312805176,0.0,1.0,1.6022000312805176,0.0,-0.022099999710917473,0.0,0.0,0.5837000012397766,0.0,0.0,0.5367000102996826,0.0,0.0,0.4828999936580658,0.0,0.0,-0.5809999704360962,0.0,0.0,1.6022000312805176,0.0,0.42100000381469727,0.0,0.3239000141620636,0.0
cloud,2006,62,30,31,65,031065,"31,65",32660,POINT (179.19263189018957 -8.479763154412437),1.0,741390.0,-938010.0,0.0,1.6022000312805176,0.0,1.0,0.4235000014305115,0.0,-0.2743000090122223,0.0,0.0,0.0272000003606081,0.0,0.0,-0.007499999832361937,0.0,0.0,0.42989999055862427,0.0,0.0,-0.5411999821662903,0.0,0.0,1.6022000312805176,0.0,0.4009999930858612,0.0,0.3027999997138977,0.0
cloud,2006,62,30,31,65,031065,"31,65",32660,POINT (179.19995395175252 -8.509624144677051),1.0,742170.0,-941340.0,0.0,1.6022000312805176,0.0,1.0,1.6022000312805176,0.0,-0.2142000049352646,0.0,0.0,0.0,0.0,0.0,0.3086000084877014,0.0,0.0,0.8463000059127808,0.0,0.0,-0.7372000217437744,0.0,0.0,1.6022000312805176,0.0,1.6022000312805176,0.0,0.38199999928474426,0.0
cloud,2006,62,30,31,65,031065,"31,65",32660,POINT (179.200262419978 -8.50997971466834),1.0,742200.0,-941370.0,0.0,1.6022000312805176,0.0,1.0,1.6022000312805176,0.0,-0.1890999972820282,0.0,0.0,0.46129998564720154,0.0,0.0,0.3416000008583069,0.0,0.0,0.7860999703407288,0.0,0.0,-0.7199000120162964,0.0,0.0,1.6022000312805176,0.0,0.590499997138977,0.0,0.37139999866485596,0.0
surf,2006/2008,61,19,20,63,020063,"20,63",32660,POINT (177.9052157022407 -18.288389613533603),1.0,595680.0,-2022330.0,0.0,0.19830000400543213,0.10074625164270401,16.0,0.19169999659061432,0.10036125034093857,0.22599999606609344,0.10579454898834229,0.24080951511859894,0.7885000109672546,0.04754422605037689,0.1447961926460266,0.3278999924659729,0.04344795644283295,0.13233253359794617,0.09520000219345093,0.042762499302625656,0.06726982444524765,0.14640000462532043,0.21103429794311523,0.37238025665283203,0.15299999713897705,0.08350375294685364,0.022600000724196434,0.013502500019967556,0.009800000116229057,0.006105000153183937
surf,2006/2008,61,19,20,63,020063,"20,63",32660,POINT (177.88719214347122 -18.29181221421259),1.0,593760.0,-2022690.0,0.0,0.17499999701976776,0.02092749997973442,7.0,0.1931000053882599,0.04636500030755997,0.16930000483989716,0.10567206889390945,0.10884197056293488,0.7271000146865845,0.05944216996431351,0.09391673654317856,0.3287999927997589,0.02256769686937332,0.09115651994943619,0.11710000038146973,0.014189999550580978,0.056118059903383255,0.04439999908208847,0.05715900659561157,0.17887988686561584,0.18479999899864197,0.05582499876618385,0.029400000348687172,0.002227500081062317,0.02160000056028366,0.0065449997782707214
land,2006/2008,61,19,20,63,020063,"20,63",32660,POINT (177.88713206494194 -18.269507052147787),1.0,593760.0,-2020230.0,0.0,0.015699999406933784,0.002543749986216426,20.0,0.039000000804662704,0.00697124982252717,-0.6730999946594238,0.025805721059441566,0.07790780067443848,-0.5766000151634216,0.023568399250507355,0.08179502189159393,-0.8260999917984009,0.017684180289506912,0.05991017073392868,0.39590001106262207,0.05171374976634979,0.09658008068799973,-0.5113000273704529,0.043914005160331726,0.14021624624729156,0.020600000396370888,0.0038637500256299973,0.1500999927520752,0.013749999925494194,0.05310000106692314,0.010835000313818455
water,2006/2008,61,19,20,63,020063,"20,63",32660,POINT (177.86472277353857 -18.26106342935567),1.0,591420.0,-2019300.0,0.0,0.04129999876022339,0.01434125006198883,8.0,0.0421999990940094,0.020583750680088997,0.5634999871253967,0.13737182319164276,0.17387762665748596,0.5192999839782715,0.10742470622062683,0.18468385934829712,0.4018999934196472,0.1231224313378334,0.16049201786518097,0.018799999728798866,0.013516250066459179,0.01818414404988289,0.743399977684021,0.16143855452537537,0.19113804399967194,0.02070000022649765,0.014657500199973583,0.013299999758601189,0.009748750366270542,0.01140000019222498,0.010876250453293324
cloud,2006/2008,61,19,20,64,020064,"20,64",32660,POINT (178.4197657756609 -18.14039039687695),1.0,650190.0,-2006310.0,0.0,0.10450000315904617,0.08302249759435654,2.0,0.1062999963760376,0.08556625247001648,0.1696999967098236,0.2912052869796753,0.2912052869796753,0.2092999964952469,0.20909839868545532,0.20909839868545532,0.058800000697374344,0.08095979690551758,0.08095979690551758,0.10809999704360962,0.09245499968528748,0.09245499968528748,0.28049999475479126,0.501450777053833,0.501450777053833,0.0989999994635582,0.08794499933719635,0.10010000318288803,0.09164375066757202,0.08269999921321869,0.07548750191926956
noise,2006/2008,61,19,20,64,020064,"20,64",32660,POINT (178.41928514742702 -18.119835920006732),1.0,650160.0,-2004030.0,0.0,0.06159999966621399,0.009267499670386314,3.0,0.050700001418590546,0.020184999331831932,0.22300000488758087,0.1847868114709854,0.29634225368499756,0.12610000371932983,0.09546426683664322,0.48894360661506653,0.007600000128149986,0.11571015417575836,0.29133206605911255,0.04989999905228615,0.03814249858260155,0.03375832736492157,0.438400000333786,0.25386345386505127,0.3039000332355499,0.04820000007748604,0.012924999929964542,0.04769999906420708,0.007315000053495169,0.04820000007748604,0.00395999988541007
noise,2006/2008,61,19,20,64,020064,"20,64",32660,POINT (178.38918580428196 -18.133196604625322),1.0,646950.0,-2005470.0,0.0,0.25,0.2060849964618683,2.0,0.25760000944137573,0.1966799944639206,0.3158999979496002,0.5657076835632324,0.5657076835632324,0.6395000219345093,0.2334374636411667,0.2334374636411667,0.43880000710487366,0.40303483605384827,0.40303483605384827,0.21400000154972076,0.20883500576019287,0.20883500576019287,0.19300000369548798,0.728380560874939,0.728380560874939,0.2433999925851822,0.210526242852211,0.09799999743700027,0.09387125074863434,0.038600001484155655,0.030937500298023224
land,2006/2008,61,19,20,64,020064,"20,64",32660,POINT (178.3802941819557 -18.121320490881928),1.0,646020.0,-2004150.0,0.0,0.024700000882148743,0.012319999746978283,5.0,0.051899999380111694,0.0015950000379234552,-0.64410001039505,0.027547409757971764,0.03223029151558876,-0.5338000059127808,0.014090403914451599,0.08815275132656097,-0.7684000134468079,0.0381648987531662,0.05157829076051712,0.4050999879837036,0.028902500867843628,0.04291427507996559,-0.5198000073432922,0.02752346731722355,0.03638199716806412,0.03790000081062317,0.013749999925494194,0.16269999742507935,0.010642499662935734,0.06520000100135803,0.006517500150948763
cloud,2006/2008,61,19,20,64,020064,"20,64",32660,POINT (178.4195479909926 -18.131448068762573),1.0,650190.0,-2005320.0,0.0,0.10939999669790268,0.07818250358104706,2.0,0.1103999987244606,0.08135875314474106,0.23430000245571136,0.33729708194732666,0.33729708194732666,0.3156999945640564,0.32424870133399963,0.32424870133399963,0.17000000178813934,0.17329423129558563,0.17329423129558563,0.10360000282526016,0.0894162505865097,0.0894162505865097,0.2985999882221222,0.5012999176979065,0.5012999176979065,0.09830000251531601,0.0886325016617775,0.1006999984383583,0.09435249865055084,0.08860000222921371,0.08020374923944473
cloud,2007,61,19,20,63,020063,"20,63",32660,POINT (178.0611570346773 -18.267260689222333),1.0,612180.0,-2020080.0,0.0,0.0674000009894371,0.016472499817609787,2.0,0.06109999865293503,0.01501499954611063,0.2442999929189682,0.0507284514605999,0.0507284514605999,0.15330000221729279,0.028720226138830185,0.028720226138830185,0.06889999657869339,0.0005265491781756282,0.0005265491781756282,0.053199999034404755,0.013021250255405903,0.013021250255405903,0.4196000099182129,0.1019834503531456,0.1019834503531456,0.050700001418590546,0.01363999955356121,0.04560000076889992,0.01368124969303608,0.04390000179409981,0.019071249291300774
land,2007,61,19,20,63,020063,"20,63",32660,POINT (178.0479397582464 -18.257847042742345),1.0,610770.0,-2019030.0,0.0,0.024299999698996544,0.0,1.0,0.06030000001192093,0.0,-0.6312999725341797,0.0,0.0,-0.5346999764442444,0.0,0.0,-0.7414000034332275,0.0,0.0,0.4065999984741211,0.0,0.0,-0.5212000012397766,0.0,0.0,0.03400000184774399,0.0,0.19910000264644623,0.0,0.07970000058412552,0.0
land,2007,61,19,20,64,020064,"20,64",32660,POINT (178.59887489093265 -17.89570758318023),1.0,669390.0,-1979370.0,0.0,0.01940000057220459,0.0,1.0,0.042500000447034836,0.0,-0.6823999881744385,0.0,0.0,-0.5400000214576721,0.0,0.0,-0.8210999965667725,0.0,0.0,0.43309998512268066,0.0,0.0,-0.5436999797821045,0.0,0.0,0.022199999541044235,0.0,0.14229999482631683,0.0,0.048500001430511475,0.0
water,2007,61,19,20,64,020064,"20,64",32660,POINT (178.61725892087753 -17.899538050784784),1.0,671310.0,-1979820.0,0.0,0.03269999846816063,0.0015950000379234552,2.0,0.04560000076889992,0.0036712500732392073,0.6934999823570251,0.011817923747003078,0.011817923747003078,0.6703000068664551,0.08239530771970749,0.08239530771970749,0.5666999816894531,0.007084983866661787,0.007084983866661787,0.012600000016391277,0.0012787500163540244,0.0012787500163540244,0.8202999830245972,0.016550863161683083,0.016550863161683083,0.027799999341368675,0.004097499884665012,0.00930000003427267,0.0034374999813735485,0.008999999612569809,0.004606250207871199
noise,2007,61,19,20,64,020064,"20,64",32660,POINT (178.59118483919102 -17.91102895728595),1.0,668550.0,-1981050.0,0.0,0.04540000110864639,0.021711250767111778,2.0,0.05790000036358833,0.024323750287294388,0.5523999929428101,0.21221092343330383,0.21221092343330383,0.5004000067710876,0.19510719180107117,0.19510719180107117,0.4408000111579895,0.19786754250526428,0.19786754250526428,0.028699999675154686,0.02133999951183796,0.02133999951183796,0.6639999747276306,0.22655431926250458,0.22655431926250458,0.040699999779462814,0.022481249645352364,0.024800000712275505,0.01886500045657158,0.01850000023841858,0.016747500747442245
noise,2007,61,19,20,64,020064,"20,64",32660,POINT (178.4688048751462 -18.12456080858534),1.0,655410.0,-2004600.0,0.0,0.014700000174343586,0.0038362499326467514,2.0,0.031700000166893005,0.013048750348389149,-0.5016999840736389,0.1451943814754486,0.1451943814754486,-0.48969998955726624,0.1105348989367485,0.1105348989367485,-0.7634999752044678,0.028466641902923584,0.028466641902923584,0.2542000114917755,0.13175250589847565,0.13175250589847565,-0.23999999463558197,0.26192212104797363,0.26192212104797363,0.01860000006854534,0.009652500040829182,0.1103999987244606,0.06890124827623367,0.03959999978542328,0.02578124962747097
surf,2007,61,19,20,64,020064,"20,64",32660,POINT (178.37711001990644 -18.14981039162342),1.0,645660.0,-2007300.0,0.0,0.19920000433921814,0.0,1.0,0.22360000014305115,0.0,0.12280000001192093,0.0,0.0,0.7437000274658203,0.0,0.0,0.25929999351501465,0.0,0.0,0.1315000057220459,0.0,0.0,-0.01360000018030405,0.0,0.0,0.18440000712871552,0.0,0.03280000016093254,0.0,0.007699999958276749,0.0
noise,2007,62,30,31,64,031064,"31,64",32660,POINT (179.08765865282862 -8.468135587198233),1.0,729840.0,-936660.0,0.0,1.6022000312805176,0.0,1.0,1.6022000312805176,0.0,-0.4259999990463257,0.0,0.0,0.4903999865055084,0.0,0.0,0.0,0.0,0.0,1.6022000312805176,0.0,0.0,-0.8519999980926514,0.0,0.0,1.6022000312805176,0.0,0.5476999878883362,0.0,0.3537999987602234,0.0
deep_ocean,2007,62,30,31,64,031064,"31,64",32660,POINT (179.05638301017524 -8.603603378527314),1.0,726300.0,-951630.0,0.0,0.04430000111460686,0.00765874981880188,2.0,0.024700000882148743,0.00658624991774559,0.49630001187324524,0.0843731090426445,0.0843731090426445,0.45969998836517334,0.019266393035650253,0.019266393035650253,0.22020000219345093,0.08271855115890503,0.08271855115890503,0.016699999570846558,0.007026250008493662,0.007026250008493662,0.7724999785423279,0.08602766692638397,0.08602766692638397,0.017400000244379044,0.005307499784976244,0.00930000003427267,0.0028874999843537807,0.007400000002235174,0.00038499999209307134
deep_ocean,2007,62,30,31,64,031064,"31,64",32660,POINT (179.05643552893883 -8.63504894874084),1.0,726300.0,-955110.0,0.0,0.04050000011920929,0.002213750034570694,2.0,0.021800000220537186,0.0017462499672546983,0.5702000260353088,0.15760394930839539,0.15760394930839539,0.4661000072956085,0.04913505166769028,0.04913505166769028,0.3176000118255615,0.2265339493751526,0.2265339493751526,0.01269999984651804,0.006847499869763851,0.006847499869763851,0.8228999972343445,0.08867395669221878,0.08867395669221878,0.014700000174343586,0.002584999892860651,0.00800000037997961,0.0016362499445676804,0.006200000178068876,0.0015812499914318323
deep_ocean,2007,62,30,31,64,031064,"31,64",32660,POINT (179.04652948015226 -8.483819309696312),1.0,725310.0,-938370.0,0.0,0.03669999912381172,0.0,1.0,0.020099999383091927,0.0,0.6032000184059143,0.0,0.0,0.5167999863624573,0.0,0.0,0.34779998660087585,0.0,0.0,0.009700000286102295,0.0,0.0,0.8585000038146973,0.0,0.0,0.008700000122189522,0.0,0.006399999838322401,0.0,0.004600000102072954,0.0
deep_ocean,2007,62,30,31,64,031064,"31,64",32660,POINT (179.03021524504481 -8.496895250166117),1.0,723480.0,-939810.0,0.0,0.03750000149011612,0.0042074997909367085,2.0,0.01889999955892563,0.0006600000197067857,0.5162000060081482,0.06488944590091705,0.06488944590091705,0.5471000075340271,0.0814269632101059,0.0814269632101059,0.21070000529289246,0.09289897978305817,0.09289897978305817,0.012500000186264515,0.0028462500777095556,0.0028462500777095556,0.8216000199317932,0.03687991574406624,0.03687991574406624,0.016499999910593033,0.004372499883174896,0.00559999980032444,0.0014850000152364373,0.008999999612569809,0.006792500149458647
deep_ocean,2007,62,30,31,64,031064,"31,64",32660,POINT (179.0254598211456 -8.501561900689863),1.0,722970.0,-940320.0,0.0,0.0406000018119812,0.0038912498857825994,2.0,0.02370000071823597,0.0036575000267475843,0.567799985408783,0.03536038473248482,0.03536038473248482,0.5522000193595886,0.035423193126916885,0.035423193126916885,0.3140000104904175,0.033840857446193695,0.033840857446193695,0.012500000186264515,0.0028462500777095556,0.0028462500777095556,0.8216000199317932,0.03687991574406624,0.03687991574406624,0.014700000174343586,0.002557500032708049,0.0066999997943639755,0.00035749998642131686,0.010099999606609344,0.0030387500301003456
deep_ocean,2007,62,30,31,64,031064,"31,64",32660,POINT (179.02518436758808 -8.5094737456473),1.0,722940.0,-941190.0,0.0,0.06729999929666519,0.008043750189244747,2.0,0.031300000846385956,0.0,0.6273000240325928,0.06484833359718323,0.06484833359718323,0.7590000033378601,0.12954464554786682,0.12954464554786682,0.43299999833106995,0.09281676262617111,0.09281676262617111,0.012500000186264515,0.0028462500777095556,0.0028462500777095556,0.8216000199317932,0.03687991574406624,0.03687991574406624,0.013000000268220901,0.0042624999769032,0.004399999976158142,0.0026400000788271427,0.0010999999940395355,0.0013337499694898725
cloud,2007,62,30,31,65,031065,"31,65",32660,POINT (179.19399265431903 -8.532646175256886),1.0,741510.0,-943860.0,0.0,1.6022000312805176,0.0,1.0,0.39989998936653137,0.0,-0.29249998927116394,0.0,0.0,0.30959999561309814,0.0,0.0,-0.040699999779462814,0.0,0.0,0.43380001187324524,0.0,0.0,-0.5443000197410583,0.0,0.0,0.41670000553131104,0.0,0.21080000698566437,0.0,0.17270000278949738,0.0
cloud,2007,62,30,31,65,031065,"31,65",32660,POINT (179.13160320867067 -8.431490311125218),1.0,734700.0,-932640.0,0.0,0.8277999758720398,0.7743449807167053,2.0,0.8138999938964844,0.7882737517356873,0.18119999766349792,0.3784407377243042,0.3784407377243042,0.6035000085830688,0.0035138370003551245,0.0035138370003551245,0.3206999897956848,0.010454561561346054,0.010454561561346054,0.4092000126838684,0.39573875069618225,0.39573875069618225,0.04170000180602074,0.7673360109329224,0.7673360109329224,0.8070999979972839,0.7950249910354614,0.19900000095367432,0.19265125691890717,0.13920000195503235,0.13455750048160553
deep_ocean,2007,62,30,31,65,031065,"31,65",32660,POINT (179.20797415435138 -8.492638421197988),1.0,743070.0,-939450.0,0.0,0.03830000013113022,0.0032862499356269836,2.0,0.02070000022649765,0.00262625003233552,0.45980000495910645,0.12037724256515503,0.12037724256515503,0.3330000042915344,0.017903244122862816,0.017903244122862816,0.14659999310970306,0.1548468917608261,0.1548468917608261,0.016699999570846558,0.007012499962002039,0.007012499962002039,0.7730000019073486,0.08590758591890335,0.08590758591890335,0.017400000244379044,0.0052662501111626625,0.010400000028312206,0.0017325000371783972,0.008700000122189522,0.0017049999441951513
deep_ocean,2007,62,30,31,65,031065,"31,65",32660,POINT (179.2052656145718 -8.493837364591563),1.0,742770.0,-939570.0,0.0,0.03830000013113022,0.0032862499356269836,2.0,0.02070000022649765,0.004537499975413084,0.4575999975204468,0.09782173484563828,0.09782173484563828,0.3926999866962433,0.041444260627031326,0.041444260627031326,0.14219999313354492,0.1097358912229538,0.1097358912229538,0.016699999570846558,0.007012499962002039,0.007012499962002039,0.7730000019073486,0.08590758591890335,0.08590758591890335,0.016499999910593033,0.00611875019967556,0.009200000204145908,0.002873749937862158,0.012500000186264515,0.0006462499732151628
deep_ocean,2007,62,30,31,65,031065,"31,65",32660,POINT (179.1787008617574 -8.484828119172509),1.0,739860.0,-938580.0,0.0,0.045899998396635056,0.009418750181794167,2.0,0.02850000001490116,0.008552500046789646,0.4778999984264374,0.02440512552857399,0.02440512552857399,0.4503999948501587,0.056056153029203415,0.056056153029203415,0.20759999752044678,0.012347102165222168,0.012347102165222168,0.01860000006854534,0.0051287501119077206,0.0051287501119077206,0.748199999332428,0.06115735322237015,0.06115735322237015,0.020999999716877937,0.008896250277757645,0.010400000028312206,0.0017325000371783972,0.01140000019222498,0.004358749836683273
deep_ocean,2007,62,30,31,65,031065,"31,65",32660,POINT (179.18005001864674 -8.494327370724065),1.0,740010.0,-939630.0,0.0,0.04230000078678131,0.007493750192224979,2.0,0.022700000554323196,0.004578750114887953,0.5569000244140625,0.0239088274538517,0.0239088274538517,0.4147999882698059,0.06261131912469864,0.06261131912469864,0.29159998893737793,0.011265751905739307,0.011265751905739307,0.012500000186264515,0.0028187499847263098,0.0028187499847263098,0.8223000168800354,0.03655190393328667,0.03655190393328667,0.015599999576807022,0.005211249925196171,0.009100000374019146,0.0004812499973922968,0.006099999882280827,0.0009624999947845936
deep_ocean,2007,62,30,31,65,031065,"31,65",32660,POINT (179.18493406374657 -8.487594259278891),1.0,740550.0,-938880.0,0.0,0.04190000146627426,0.0013475000159814954,2.0,0.02160000056028366,0.0016637500375509262,0.5494999885559082,0.05327174812555313,0.05327174812555313,0.6748999953269958,0.16019345819950104,0.16019345819950104,0.2766999900341034,0.0699915960431099,0.0699915960431099,0.012500000186264515,0.0028187499847263098,0.0028187499847263098,0.8223000168800354,0.03655190393328667,0.03655190393328667,0.015599999576807022,0.0034650000743567944,0.00419999985024333,0.002158750081434846,0.006200000178068876,0.0015950000379234552
deep_ocean,2007,62,30,31,65,031065,"31,65",32660,POINT (179.18365444415673 -8.495831777222874),1.0,740400.0,-939780.0,0.0,0.042100001126527786,0.002199999988079071,2.0,0.024700000882148743,0.0065449997782707214,0.5315999984741211,0.049221549183130264,0.049221549183130264,0.4587000012397766,0.01911318115890026,0.01911318115890026,0.266400009393692,0.03643109276890755,0.03643109276890755,0.014600000344216824,0.004922499880194664,0.004922499880194664,0.7968000173568726,0.06201200932264328,0.06201200932264328,0.019099999219179153,0.005321249831467867,0.009200000204145908,0.002873749937862158,0.006300000008195639,0.004124999977648258
deep_ocean,2007,62,30,31,65,031065,"31,65",32660,POINT (179.19436710892228 -8.450119343154418),1.0,741600.0,-934740.0,0.0,0.039900001138448715,0.0,1.0,0.021800000220537186,0.0,0.6220999956130981,0.0,0.0,0.6823999881744385,0.0,0.0,0.38530001044273376,0.0,0.0,0.009700000286102295,0.0,0.0,0.8589000105857849,0.0,0.0,0.008700000122189522,0.0,0.004100000020116568,0.0,-9.999999747378752e-05,0.0
deep_ocean,2007,62,30,31,65,031065,"31,65",32660,POINT (179.19176517155998 -8.439724703032775),1.0,741330.0,-933600.0,0.0,0.041600000113248825,0.0,1.0,0.01810000091791153,0.0,0.5809000134468079,0.0,0.0,0.3522000014781952,0.0,0.0,0.3027999997138977,0.0,0.0,0.009700000286102295,0.0,0.0,0.8589000105857849,0.0,0.0,0.01549999974668026,0.0,0.00860000029206276,0.0,0.004600000102072954,0.0
deep_ocean,2007,62,30,31,65,031065,"31,65",32660,POINT (179.18588385241623 -8.449332079622133),1.0,740670.0,-934650.0,0.0,0.039900001138448715,0.0,1.0,0.019999999552965164,0.0,0.6028000116348267,0.0,0.0,0.6578999757766724,0.0,0.0,0.3467000126838684,0.0,0.0,0.009700000286102295,0.0,0.0,0.8589000105857849,0.0,0.0,0.013799999840557575,0.0,0.004100000020116568,0.0,0.007000000216066837,0.0
deep_ocean,2007,62,30,31,65,031065,"31,65",32660,POINT (179.1514618041322 -8.53532766459159),1.0,736830.0,-944130.0,0.0,0.0348999984562397,0.0,1.0,0.021800000220537186,0.0,0.6220999956130981,0.0,0.0,0.43140000104904175,0.0,0.0,0.38530001044273376,0.0,0.0,0.009700000286102295,0.0,0.0,0.8589000105857849,0.0,0.0,0.010400000028312206,0.0,0.00860000029206276,0.0,-9.999999747378752e-05,0.0
deep_ocean,2007,62,30,31,65,031065,"31,65",32660,POINT (179.11892507204166 -8.56930118076177),1.0,733230.0,-947880.0,0.0,0.04500000178813934,0.0,1.0,0.021800000220537186,0.0,0.742900013923645,0.0,0.0,0.6807000041007996,0.0,0.0,0.5742999911308289,0.0,0.0,0.005900000222027302,0.0,0.0,0.9114999771118164,0.0,0.0,0.010400000028312206,0.0,0.004100000020116568,0.0,0.002199999988079071,0.0
deep_ocean,2007,62,30,31,65,031065,"31,65",32660,POINT (179.1068397365215 -8.57772483598568),1.0,731880.0,-948810.0,0.0,0.037700001150369644,0.0011549999471753836,2.0,0.018799999728798866,0.0006737500079907477,0.5163999795913696,0.06482835114002228,0.06482835114002228,0.6222000122070312,0.005364193115383387,0.005364193115383387,0.21080000698566437,0.09276235103607178,0.09276235103607178,0.012500000186264515,0.0028462500777095556,0.0028462500777095556,0.8220000267028809,0.03689435124397278,0.03689435124397278,0.012900000438094139,0.00251624989323318,0.00430000014603138,0.0002337500045541674,0.006200000178068876,0.0015950000379234552
deep_ocean,2007,62,30,31,65,031065,"31,65",32660,POINT (179.1204499211697 -8.623984741811999),1.0,733350.0,-953940.0,0.0,0.07989999651908875,0.0416487492620945,2.0,0.054099999368190765,0.03599749878048897,0.4207000136375427,0.2892131507396698,0.2892131507396698,0.34369999170303345,0.285469114780426,0.285469114780426,0.2768999934196472,0.2313222587108612,0.2313222587108612,0.04410000145435333,0.038183748722076416,0.038183748722076416,0.5644000172615051,0.347104012966156,0.347104012966156,0.05180000141263008,0.03973750025033951,0.042100001126527786,0.03804624825716019,0.039500001817941666,0.034911248832941055
cloud,2007/2009,62,30,31,64,031064,"31,64",32660,POINT (179.09526496830716 -8.634866463936257),1.0,730560.0,-955110.0,0.0,1.6022000312805176,0.0,3.0,1.6022000312805176,0.0,0.017000000923871994,0.09627139568328857,0.4157823920249939,0.6194000244140625,0.05452768877148628,0.17636407911777496,0.5760999917984009,0.1011139377951622,0.1743808537721634,0.4307999908924103,0.13936999440193176,0.2365437000989914,-0.5418999791145325,0.09142884612083435,0.6594738960266113,1.6022000312805176,0.0,0.3763999938964844,0.06894250214099884,0.2743000090122223,0.04589749872684479
cloud,2007/2009,62,30,31,64,031064,"31,64",32660,POINT (179.09606646266926 -8.6351855156582),1.0,730650.0,-955140.0,0.0,1.6022000312805176,0.0,3.0,1.6022000312805176,0.0,-0.11640000343322754,0.11616937816143036,0.1633397340774536,0.527400016784668,0.07911746203899384,0.2091338187456131,0.4318000078201294,0.12710854411125183,0.4478098154067993,0.45320001244544983,0.18246249854564667,0.15542322397232056,-0.559499979019165,0.10523021221160889,0.13899263739585876,1.6022000312805176,0.0,0.39239999651908875,0.1033174991607666,0.319599986076355,0.015042499639093876
cloud,2007/2009,62,30,31,64,031064,"31,64",32660,POINT (179.0952809981944 -8.635775760623199),1.0,730590.0,-955230.0,0.0,1.6022000312805176,0.0,2.0,1.003600001335144,0.5986062288284302,-0.18320000171661377,0.08030950278043747,0.08030950278043747,0.3165999948978424,0.2521515190601349,0.2521515190601349,0.22169999778270721,0.22603152692317963,0.22603152692317963,0.5098000168800354,0.10132375359535217,0.10132375359535217,-0.5881999731063843,0.06541251391172409,0.06541251391172409,1.6022000312805176,0.0,0.39809998869895935,0.04222625121474266,0.2766999900341034,0.029039999470114708
cloud,2007/2009,62,30,31,64,031064,"31,64",32660,POINT (179.0962267615417 -8.63615862172188),1.0,730680.0,-955260.0,0.0,1.6022000312805176,0.0,2.0,1.0061999559402466,0.5959387421607971,-0.19779999554157257,0.06635476648807526,0.06635476648807526,0.2833999991416931,0.21876606345176697,0.21876606345176697,0.20569999516010284,0.20807787775993347,0.20807787775993347,0.5382000207901001,0.12600499391555786,0.12600499391555786,-0.6014000177383423,0.07536832988262177,0.07536832988262177,1.6022000312805176,0.0,0.4456999897956848,0.08522249758243561,0.32170000672340393,0.011178749613463879
cloud,2007/2009,62,30,31,64,031064,"31,64",32660,POINT (179.09329329217636 -8.631851411669283),1.0,730350.0,-954780.0,0.0,1.6022000312805176,0.0,3.0,1.6022000312805176,0.0,0.03220000118017197,0.1802225410938263,0.44617021083831787,0.6460000276565552,0.17680031061172485,0.18863049149513245,0.5906999707221985,0.1969316601753235,0.20508414506912231,0.412200003862381,0.28462499380111694,0.281897634267807,-0.5260999798774719,0.1635134071111679,0.6946700811386108,1.6022000312805176,0.0,0.34439998865127563,0.23424500226974487,0.2912999987602234,0.10029249638319016
