code,time,row,column,geometry,band,x,y,spatial_ref,blue,blue_mad,count,green,green_mad,nir08,nir08_mad,red,red_mad,swir16,swir16_mad,swir22,swir22_mad,twndwi,twndwi_mad,twndwi_stdev,mndwi,ndwi,nirwi
cloud,2008,31,64,POINT (179.0721439936293 -8.622583086321914),1.0,728040.0,-953730.0,0.0,0.2168000042438507,0.0,1.0,0.2054000049829483,0.0,0.1835000067949295,0.0,0.19439999759197235,0.0,0.16410000622272491,0.0,0.1420000046491623,0.0,-0.25860774517059326,0.0,0.0,0.11177265644073486,0.056312669068574905,-0.17817014455795288
cloud,2008,31,64,POINT (179.06309364989954 -8.605488008090003),1.0,727050.0,-951840.0,0.0,0.21199999749660492,0.0,1.0,0.20360000431537628,0.0,0.19480000436306,0.0,0.19439999759197235,0.0,0.18700000643730164,0.0,0.15889999270439148,0.0,-0.30123084783554077,0.0,0.0,0.04249871149659157,0.02208835259079933,-0.20693926513195038
cloud,2008,31,64,POINT (179.06051854648095 -8.607101907910723),1.0,726780.0,-952020.0,0.0,0.2037999927997589,0.0,1.0,0.1889999955892563,0.0,0.17980000376701355,0.0,0.18940000236034393,0.0,0.17319999635219574,0.0,0.15889999270439148,0.0,-0.2654988169670105,0.0,0.0,0.04362230747938156,0.02494574896991253,-0.1682910919189453
cloud,2008,31,64,POINT (179.0544948197173 -8.60807705728678),1.0,726090.0,-952140.0,0.0,0.21199999749660492,0.0,1.0,0.19449999928474426,0.0,0.19110000133514404,0.0,0.19269999861717224,0.0,0.18469999730587006,0.0,0.17329999804496765,0.0,-0.2940167188644409,0.0,0.0,0.025843888521194458,0.008817422203719616,-0.19774362444877625
cloud,2008,31,64,POINT (179.05441351644723 -8.603648644012974),1.0,726090.0,-951630.0,0.0,0.19580000638961792,0.0,1.0,0.1835000067949295,0.0,0.17980000376701355,0.0,0.18440000712871552,0.0,0.16410000622272491,0.0,0.1467999964952469,0.0,-0.2536681890487671,0.0,0.0,0.05581127852201462,0.01018442865461111,-0.1682910919189453
cloud,2008,31,64,POINT (179.05897753241769 -8.603509948203405),1.0,726600.0,-951630.0,0.0,0.19249999523162842,0.0,1.0,0.1835000067949295,0.0,0.17599999904632568,0.0,0.1843000054359436,0.0,0.1664000004529953,0.0,0.14920000731945038,0.0,-0.251542329788208,0.0,0.0,0.04887112230062485,0.020862331613898277,-0.15789470076560974
cloud,2008,31,64,POINT (179.05397364920813 -8.601936599708644),1.0,726060.0,-951450.0,0.0,0.21040000021457672,0.0,1.0,0.20180000364780426,0.0,0.19859999418258667,0.0,0.19779999554157257,0.0,0.18930000066757202,0.0,0.15889999270439148,0.0,-0.3084162175655365,0.0,0.0,0.031961143016815186,0.0079920319840312,-0.21616651117801666
cloud,2008,31,64,POINT (179.07167697681464 -8.635657701236177),1.0,727980.0,-955200.0,0.0,0.1664000004529953,0.0,1.0,0.16329999268054962,0.0,0.13830000162124634,0.0,0.14569999277591705,0.0,0.10239999741315842,0.0,0.09380000084638596,0.0,-0.07768149673938751,0.0,0.0,0.22920586168766022,0.08289122581481934,-0.038678161799907684
cloud,2008,31,64,POINT (179.07151017143423 -8.636658653520437),1.0,727950.0,-955290.0,0.0,0.1597999930381775,0.0,1.0,0.16689999401569366,0.0,0.1307000070810318,0.0,0.14239999651908875,0.0,0.09549999982118607,0.0,0.08169999718666077,0.0,-0.046294890344142914,0.0,0.0,0.2721036374568939,0.12163974344730377,-0.010436803102493286
cloud,2008,31,64,POINT (179.06054648215056 -8.60695889268439),1.0,726780.0,-952020.0,0.0,0.2037999927997589,0.0,1.0,0.1889999955892563,0.0,0.17980000376701355,0.0,0.18940000236034393,0.0,0.17319999635219574,0.0,0.15889999270439148,0.0,-0.2654988169670105,0.0,0.0,0.04362230747938156,0.02494574896991253,-0.1682910919189453
cloud,2008,31,64,POINT (179.06022192819182 -8.63845531958181),1.0,726720.0,-955500.0,0.0,0.18440000712871552,0.0,1.0,0.17059999704360962,0.0,0.16840000450611115,0.0,0.16760000586509705,0.0,0.1550000011920929,0.0,0.15399999916553497,0.0,-0.2249307930469513,0.0,0.0,0.04791153594851494,0.00648965360596776,-0.13630227744579315
cloud,2008,31,64,POINT (179.06066772845887 -8.635952779214152),1.0,726780.0,-955230.0,0.0,0.20059999823570251,0.0,1.0,0.1907999962568283,0.0,0.18729999661445618,0.0,0.18940000236034393,0.0,0.17100000381469727,0.0,0.16130000352859497,0.0,-0.27260884642601013,0.0,0.0,0.05472634360194206,0.009256809949874878,-0.18807482719421387
cloud,2008,31,64,POINT (179.05964896148643 -8.636043974736534),1.0,726660.0,-955230.0,0.0,0.1615000069141388,0.0,1.0,0.148499995470047,0.0,0.1421000063419342,0.0,0.14069999754428864,0.0,0.1274999976158142,0.0,0.1251000016927719,0.0,-0.1376122236251831,0.0,0.0,0.07608695328235626,0.022023363038897514,-0.05220288783311844
cloud,2008,31,64,POINT (179.05834215564454 -8.63596527612611),1.0,726510.0,-955230.0,0.0,0.17949999868869781,0.0,1.0,0.16509999334812164,0.0,0.1647000014781952,0.0,0.16419999301433563,0.0,0.15719999372959137,0.0,0.15639999508857727,0.0,-0.22264179587364197,0.0,0.0,0.024511324241757393,0.00121283158659935,-0.1253843456506729
cloud,2008,31,64,POINT (179.05825970545567 -8.64193749729025),1.0,726510.0,-955890.0,0.0,0.1891999989748001,0.0,1.0,0.1761000007390976,0.0,0.17599999904632568,0.0,0.17589999735355377,0.0,0.16410000622272491,0.0,0.15889999270439148,0.0,-0.2484700083732605,0.0,0.0,0.03527335077524185,0.00028401502640917897,-0.15789470076560974
cloud,2008,31,64,POINT (179.10532203786275 -8.645224654153479),1.0,731670.0,-956280.0,0.0,0.1956000030040741,0.0,1.0,0.18150000274181366,0.0,0.17970000207424164,0.0,0.1808999925851822,0.0,0.16169999539852142,0.0,0.15880000591278076,0.0,-0.2502650022506714,0.0,0.0,0.057692330330610275,0.004983390681445599,-0.16802078485488892
cloud,2008,31,64,POINT (179.1031183703617 -8.646508233798299),1.0,731430.0,-956400.0,0.0,0.2004999965429306,0.0,1.0,0.18700000643730164,0.0,0.18719999492168427,0.0,0.1842000037431717,0.0,0.1662999987602234,0.0,0.16120000183582306,0.0,-0.2663711905479431,0.0,0.0,0.05859045311808586,-0.0005344427772797644,-0.18781721591949463
cloud,2008,31,64,POINT (179.10407661183868 -8.651031676130088),1.0,731520.0,-956910.0,0.0,0.1907999962568283,0.0,1.0,0.17790000140666962,0.0,0.1720999926328659,0.0,0.17419999837875366,0.0,0.15029999613761902,0.0,0.14190000295639038,0.0,-0.22328093647956848,0.0,0.0,0.08409508317708969,0.01657145470380783,-0.14695097506046295
cloud,2008,31,64,POINT (179.06937563135278 -8.457381100709828),1.0,727830.0,-935460.0,0.0,0.2168000042438507,0.0,1.0,0.20730000734329224,0.0,0.19110000133514404,0.0,0.19439999759197235,0.0,0.1274999976158142,0.0,0.10589999705553055,0.0,-0.2103825956583023,0.0,0.0,0.23835128545761108,0.04066266492009163,-0.19774362444877625
cloud,2008,31,64,POINT (179.07342681020393 -8.455050939997689),1.0,728280.0,-935220.0,0.0,0.2328999936580658,0.0,1.0,0.21819999814033508,0.0,0.2061000019311905,0.0,0.2076999992132187,0.0,0.1298000067472458,0.0,0.11060000211000443,0.0,-0.23263069987297058,0.0,0.0,0.2540229856967926,0.028517547994852066,-0.23376232385635376
cloud,2008,31,64,POINT (179.06759610942953 -8.463790902309233),1.0,727620.0,-936180.0,0.0,0.2215999960899353,0.0,1.0,0.21089999377727509,0.0,0.2061000019311905,0.0,0.2110999971628189,0.0,0.13670000433921814,0.0,0.11060000211000443,0.0,-0.24480950832366943,0.0,0.0,0.21346373856067657,0.011510771699249744,-0.23376232385635376
cloud,2008,31,64,POINT (179.06526022103623 -8.464900464381428),1.0,727380.0,-936300.0,0.0,0.2199999988079071,0.0,1.0,0.21459999680519104,0.0,0.20239999890327454,0.0,0.20440000295639038,0.0,0.12300000339746475,0.0,0.09139999747276306,0.0,-0.21553197503089905,0.0,0.0,0.2713269889354706,0.029256589710712433,-0.22518157958984375
cloud,2008,31,64,POINT (179.06570269000903 -8.461766503030766),1.0,727410.0,-935940.0,0.0,0.19580000638961792,0.0,1.0,0.17430000007152557,0.0,0.17229999601840973,0.0,0.17599999904632568,0.0,0.1046999990940094,0.0,0.08900000154972076,0.0,-0.13757215440273285,0.0,0.0,0.24946238100528717,0.005770352203398943,-0.14751911163330078
cloud,2008,31,65,POINT (179.10686512176798 -8.64648763048463),1.0,731850.0,-956400.0,0.0,0.1972000002861023,0.0,1.0,0.18880000710487366,0.0,0.1834000051021576,0.0,0.1842000037431717,0.0,0.17080000042915344,0.0,0.16840000450611115,0.0,-0.2672692537307739,0.0,0.0,0.05005563423037529,0.01450833398848772,-0.17790623009204865
cloud,2008,31,65,POINT (179.10560613527903 -8.64726600892366),1.0,731700.0,-956490.0,0.0,0.1907999962568283,0.0,1.0,0.17970000207424164,0.0,0.1720999926328659,0.0,0.17749999463558197,0.0,0.15029999613761902,0.0,0.13950000703334808,0.0,-0.22328093647956848,0.0,0.0,0.08909092843532562,0.021603209897875786,-0.14695097506046295
cloud,2008,31,65,POINT (179.10869759966897 -8.645577515649478),1.0,732060.0,-956310.0,0.0,0.2004999965429306,0.0,1.0,0.18700000643730164,0.0,0.1834000051021576,0.0,0.1876000016927719,0.0,0.1662999987602234,0.0,0.16599999368190765,0.0,-0.2614157199859619,0.0,0.0,0.05859045311808586,0.009719225578010082,-0.17790623009204865
cloud,2008,31,65,POINT (179.1066401373682 -8.649917538344349),1.0,731820.0,-956790.0,0.0,0.2551000118255615,0.0,1.0,0.24719999730587006,0.0,0.23980000615119934,0.0,0.2442999929189682,0.0,0.2142000049352646,0.0,0.16840000450611115,0.0,-0.377594530582428,0.0,0.0,0.07152143865823746,0.01519505400210619,-0.3039695620536804
cloud,2008,31,65,POINT (179.14702879697882 -8.572078366593278),1.0,736320.0,-948210.0,0.0,0.21490000188350677,0.0,1.0,0.20160000026226044,0.0,0.19470000267028809,0.0,0.20589999854564667,0.0,0.15940000116825104,0.0,0.125,0.0,-0.2664083242416382,0.0,0.0,0.11689750105142593,0.017411045730113983,-0.20669350028038025
cloud,2008,31,65,POINT (179.14042270582246 -8.571386474322125),1.0,735600.0,-948120.0,0.0,0.18250000476837158,0.0,1.0,0.17960000038146973,0.0,0.16830000281333923,0.0,0.17409999668598175,0.0,0.1388999968767166,0.0,0.12020000070333481,0.0,-0.199656143784523,0.0,0.0,0.1277865171432495,0.03248059004545212,-0.1360107958316803
cloud,2008,31,65,POINT (179.13314605150572 -8.568840996593863),1.0,734790.0,-947850.0,0.0,0.16459999978542328,0.0,1.0,0.15940000116825104,0.0,0.14949999749660492,0.0,0.1573999971151352,0.0,0.12970000505447388,0.0,0.10819999873638153,0.0,-0.15430589020252228,0.0,0.0,0.10273260623216629,0.03204922005534172,-0.07747744768857956
cloud,2008,31,65,POINT (179.1305634522596 -8.568998114047403),1.0,734490.0,-947850.0,0.0,0.17599999904632568,0.0,1.0,0.16680000722408295,0.0,0.15700000524520874,0.0,0.16410000622272491,0.0,0.1273999959230423,0.0,0.11299999803304672,0.0,-0.16220155358314514,0.0,0.0,0.1339225322008133,0.030265599489212036,-0.10175437480211258
cloud,2008,31,65,POINT (179.19122775453835 -8.535802162871331),1.0,741210.0,-944220.0,0.0,0.31029999256134033,0.0,1.0,0.3010999858379364,0.0,0.2809000015258789,0.0,0.3005000054836273,0.0,0.1137000024318695,0.0,0.07199999690055847,0.0,-0.270940363407135,0.0,0.0,0.4517839550971985,0.034707874059677124,-0.37393003702163696
cloud,2008,31,65,POINT (179.18381201120735 -8.497239795965054),1.0,740400.0,-939960.0,0.0,0.20190000534057617,0.0,1.0,0.19779999554157257,0.0,0.18709999322891235,0.0,0.1941000074148178,0.0,0.1273999959230423,0.0,0.10809999704360962,0.0,-0.20510409772396088,0.0,0.0,0.21648216247558594,0.027799436822533607,-0.18755945563316345
cloud,2008,31,65,POINT (179.18213992949288 -8.495906331112227),1.0,740220.0,-939810.0,0.0,0.21960000693798065,0.0,1.0,0.2142000049352646,0.0,0.2020999938249588,0.0,0.20749999582767487,0.0,0.14110000431537628,0.0,0.1152999997138977,0.0,-0.24753811955451965,0.0,0.0,0.20574162900447845,0.029065605252981186,-0.2244773954153061
cloud,2008,31,65,POINT (179.18384819559458 -8.501096684569658),1.0,740400.0,-940380.0,0.0,0.21320000290870667,0.0,1.0,0.20509999990463257,0.0,0.1907999962568283,0.0,0.20250000059604645,0.0,0.12960000336170197,0.0,0.10090000182390213,0.0,-0.21387895941734314,0.0,0.0,0.22557513415813446,0.03612023964524269,-0.19698867201805115
cloud,2008,31,65,POINT (179.18125850812496 -8.502439765433326),1.0,740130.0,-940530.0,0.0,0.19380000233650208,0.0,1.0,0.17949999868869781,0.0,0.17579999566078186,0.0,0.17739999294281006,0.0,0.12049999833106995,0.0,0.09369999915361404,0.0,-0.17668505012989044,0.0,0.0,0.1966666579246521,0.010413743555545807,-0.15734033286571503
cloud,2008,31,65,POINT (179.18157336673428 -8.50685651817597),1.0,740160.0,-941010.0,0.0,0.21639999747276306,0.0,1.0,0.20880000293254852,0.0,0.19830000400543213,0.0,0.20409999787807465,0.0,0.12960000336170197,0.0,0.09610000252723694,0.0,-0.22310757637023926,0.0,0.0,0.23404254019260406,0.025792185217142105,-0.2154458910226822
cloud,2008,31,65,POINT (179.17996196623915 -8.506111277411147),1.0,739980.0,-940920.0,0.0,0.21639999747276306,0.0,1.0,0.20880000293254852,0.0,0.2020999938249588,0.0,0.20749999582767487,0.0,0.13420000672340393,0.0,0.09849999845027924,0.0,-0.2358446568250656,0.0,0.0,0.2174926996231079,0.016305692493915558,-0.2244773954153061
cloud,2008,31,65,POINT (179.17988520445832 -8.50471743734334),1.0,739980.0,-940770.0,0.0,0.22130000591278076,0.0,1.0,0.2070000022649765,0.0,0.19830000400543213,0.0,0.20919999480247498,0.0,0.13650000095367432,0.0,0.10570000112056732,0.0,-0.2353091537952423,0.0,0.0,0.2052401602268219,0.021465575322508812,-0.2154458910226822
cloud,2008,31,65,POINT (179.1806705907568 -8.509615835278016),1.0,740070.0,-941310.0,0.0,0.2676999866962433,0.0,1.0,0.2614000141620636,0.0,0.2547000050544739,0.0,0.2590999901294708,0.0,0.15929999947547913,0.0,0.1152999997138977,0.0,-0.32845568656921387,0.0,0.0,0.2426907867193222,0.01298199687153101,-0.3310686945915222
cloud,2008,31,65,POINT (179.17904944359807 -8.509179216035843),1.0,739890.0,-941250.0,0.0,0.21320000290870667,0.0,1.0,0.20509999990463257,0.0,0.2020999938249588,0.0,0.20749999582767487,0.0,0.1251000016927719,0.0,0.09610000252723694,0.0,-0.21922560036182404,0.0,0.0,0.2422773838043213,0.0073674023151397705,-0.2244773954153061
cloud,2008,31,65,POINT (179.16448272335288 -8.528826267779207),1.0,738270.0,-943440.0,0.0,0.18729999661445618,0.0,1.0,0.1776999980211258,0.0,0.16830000281333923,0.0,0.17910000681877136,0.0,0.09539999812841415,0.0,0.06719999760389328,0.0,-0.10882171988487244,0.0,0.0,0.3013548254966736,0.027167614549398422,-0.1360107958316803
cloud,2008,31,65,POINT (179.17372617658978 -8.525037467213554),1.0,739290.0,-943020.0,0.0,0.19380000233650208,0.0,1.0,0.18690000474452972,0.0,0.1907999962568283,0.0,0.19249999523162842,0.0,0.11599999666213989,0.0,0.08889999985694885,0.0,-0.1873268187046051,0.0,0.0,0.23407065868377686,-0.010325632989406586,-0.19698867201805115
cloud,2008,31,65,POINT (179.17489860326575 -8.525288038886815),1.0,739410.0,-943050.0,0.0,1.6022000312805176,0.0,1.0,0.35839998722076416,0.0,0.3483000099658966,0.0,0.35670000314712524,0.0,0.21639999747276306,0.0,0.14419999718666077,0.0,-0.4589013457298279,0.0,0.0,0.2470424324274063,0.014291747473180294,-0.4625236392021179
cloud,2008,31,65,POINT (179.17263384760628 -8.52372359374284),1.0,739170.0,-942870.0,0.0,0.15629999339580536,0.0,1.0,0.1446000039577484,0.0,0.14190000295639038,0.0,0.14219999313354492,0.0,0.08169999718666077,0.0,0.05999999865889549,0.0,-0.027901459485292435,0.0,0.0,0.27794966101646423,0.009424086660146713,-0.05150054022669792
noise,2008/2010,31,64,POINT (179.0448669025996 -8.50403677693498),1.0,725100.0,-940620.0,0.0,0.8476999998092651,0.7544350028038025,2.0,0.8417999744415283,0.760333776473999,0.8080999851226807,0.7940212488174438,0.815500020980835,0.7866925001144409,0.19629999995231628,0.18489624559879303,0.10859999805688858,0.09128624945878983,-0.5711600184440613,0.44773009419441223,0.44773009419441223,0.6218090057373047,0.020425474271178246,-0.7265248894691467
noise,2008/2010,31,64,POINT (179.04368453786842 -8.494915620175073),1.0,724980.0,-939600.0,0.0,0.8259999752044678,0.7761737704277039,2.0,0.8166999816894531,0.7854962348937988,0.8080999851226807,0.7940212488174438,0.8111000061035156,0.7910925149917603,0.24650000035762787,0.23512500524520874,0.13009999692440033,0.12036749720573425,-0.6159342527389526,0.39460325241088867,0.39460325241088867,0.5363054871559143,0.005292957182973623,-0.7265248894691467
deep_ocean,2008/2010,31,64,POINT (179.09134959861927 -8.450300341466814),1.0,730260.0,-934710.0,0.0,0.060499999672174454,0.00026125001022592187,2.0,0.027799999341368675,0.005224999971687794,0.009999999776482582,0.004124999977648258,0.013000000268220901,0.0051425001583993435,0.006599999964237213,0.004784999880939722,0.004699999932199717,0.002543749986216426,0.8521937131881714,0.11824721843004227,0.11824721843004227,0.6162790060043335,0.47089946269989014,0.8550724387168884
deep_ocean,2008/2010,31,64,POINT (179.08023639795653 -8.444075573098202),1.0,729030.0,-933990.0,0.0,0.0689999982714653,8.250000246334821e-05,2.0,0.05009999871253967,0.0061599998734891415,0.012000000104308128,0.006091250106692314,0.015599999576807022,0.006091250106692314,0.008899999782443047,0.004840000066906214,0.009700000286102295,0.005087499972432852,0.8152868151664734,0.0953766405582428,0.0953766405582428,0.6983050107955933,0.6135265231132507,0.8285714387893677
deep_ocean,2008/2010,31,64,POINT (179.07954584635868 -8.45111664949561),1.0,728940.0,-934770.0,0.0,0.051100000739097595,0.0013200000394135714,2.0,0.03440000116825104,0.006448749918490648,0.012000000104308128,0.006091250106692314,0.014800000004470348,0.006902500055730343,0.010099999606609344,0.0036849998869001865,0.005900000222027302,0.0013337499694898725,0.8034185171127319,0.0725579783320427,0.0725579783320427,0.5460674166679382,0.48275861144065857,0.8285714387893677
deep_ocean,2008/2010,31,64,POINT (179.0406665359401 -8.528169794246613),1.0,724620.0,-943290.0,0.0,0.04859999939799309,0.016238750889897346,4.0,0.030300000682473183,0.010243750177323818,0.01940000057220459,0.011206249706447124,0.024700000882148743,0.009680000133812428,0.015699999406933784,0.007878749631345272,0.014399999752640724,0.004688750021159649,0.7060275673866272,0.11151210218667984,0.1286279410123825,0.3173913359642029,0.21931590139865875,0.7367706894874573
deep_ocean,2008/2010,31,64,POINT (179.0332718497054 -8.526918442798882),1.0,723810.0,-943140.0,0.0,0.03590000048279762,0.0018424999434500933,3.0,0.02539999969303608,0.011687500402331352,0.014100000262260437,0.008277500048279762,0.014700000174343586,0.0034924999345093966,0.013799999840557575,0.007369999773800373,0.009800000116229057,0.002804999938234687,0.755204439163208,0.0883578360080719,0.07389411330223083,0.295918345451355,0.2860759496688843,0.801548182964325
deep_ocean,2008/2010,31,64,POINT (179.02053156216414 -8.50746203949563),1.0,722430.0,-940980.0,0.0,0.07599999755620956,0.016829999163746834,3.0,0.04670000076293945,0.013364999555051327,0.010200000368058681,0.004290000069886446,0.014700000174343586,0.008442499674856663,0.008700000122189522,0.0020349998958408833,0.007300000172108412,0.005087499972432852,0.8292039632797241,0.052250586450099945,0.14569346606731415,0.6859206557273865,0.6414762139320374,0.8523879051208496
water,2008/2010,31,65,POINT (179.17989295489983 -8.490374450564545),1.0,739980.0,-939180.0,0.0,0.03739999979734421,0.006957499776035547,3.0,0.02329999953508377,0.011494999751448631,0.014100000262260437,0.00822249986231327,0.012900000438094139,0.009982500225305557,0.01140000019222498,0.009569999761879444,0.009800000116229057,0.009982500225305557,0.7773975133895874,0.24877062439918518,0.2737833261489868,0.34293946623802185,0.24598929286003113,0.801548182964325
surf,2008/2010,31,65,POINT (179.16559974207055 -8.430220286716702),1.0,738450.0,-932520.0,0.0,0.22519999742507935,0.09737750142812729,3.0,0.23340000212192535,0.09836749732494354,0.14740000665187836,0.08065749704837799,0.21150000393390656,0.10425250232219696,0.04919999837875366,0.012924999929964542,0.027300000190734863,0.00571999978274107,0.0868983268737793,0.12661555409431458,0.11499868333339691,0.6518047451972961,0.22584031522274017,-0.07044298946857452
surf,2008/2010,31,65,POINT (179.16533946778264 -8.43022237282173),1.0,738420.0,-932520.0,0.0,0.3124000132083893,0.13210999965667725,3.0,0.3303999900817871,0.14957250654697418,0.20990000665187836,0.10521499812602997,0.3025999963283539,0.13953499495983124,0.05869999900460243,0.017765000462532043,0.027300000190734863,0.0009074999834410846,-0.04137580841779709,0.0687195286154747,0.08571154624223709,0.6982780694961548,0.22302420437335968,-0.24237939715385437
surf,2008/2010,31,65,POINT (179.1659261042617 -8.430465920610088),1.0,738480.0,-932550.0,0.0,0.14100000262260437,0.010230000130832195,3.0,0.15399999916553497,0.01363999955356121,0.10429999977350235,0.026234999299049377,0.14569999277591705,0.023622499778866768,0.038600001484155655,0.010642499662935734,0.026399999856948853,0.009074999950826168,0.22826915979385376,0.00806166511029005,0.11920439451932907,0.5991692543029785,0.19241191446781158,0.10202326625585556
surf,2008/2010,31,65,POINT (179.1664726163452 -8.430730505157102),1.0,738540.0,-932580.0,0.0,0.1770000010728836,0.0037950000260025263,3.0,0.18619999289512634,0.010697499848902225,0.1160999983549118,0.019002500921487808,0.17000000178813934,0.021642500534653664,0.04089999943971634,0.008277500048279762,0.031199999153614044,0.006434999871999025,0.1888543665409088,0.004348171409219503,0.0766909271478653,0.6398062705993652,0.23188884556293488,0.04875054210424423
surf,2008/2010,31,65,POINT (179.16672670061692 -8.43075547784317),1.0,738570.0,-932580.0,0.0,0.20020000636577606,0.06572499871253967,3.0,0.20319999754428864,0.07174749672412872,0.1395999938249588,0.06902500241994858,0.1889999955892563,0.08178500086069107,0.042100001126527786,0.005830000154674053,0.023900000378489494,0.0016499999910593033,0.13632752001285553,0.10562540590763092,0.09281522035598755,0.6567468643188477,0.18553093075752258,-0.04334823414683342
surf,2008/2010,31,65,POINT (179.16699618498626 -8.431029231698155),1.0,738600.0,-932610.0,0.0,0.23019999265670776,0.10400500148534775,3.0,0.2371000051498413,0.09391249716281891,0.16300000250339508,0.020377499982714653,0.22010000050067902,0.061627499759197235,0.05400000140070915,0.015372499823570251,0.02630000002682209,8.250000246334821e-05,0.03986254334449768,0.02329445444047451,0.08070201426744461,0.6289935111999512,0.18520371615886688,-0.12027490139007568
surf,2008/2010,31,65,POINT (179.16729391501278 -8.431039824131501),1.0,738630.0,-932610.0,0.0,0.15459999442100525,0.035007499158382416,3.0,0.1559000015258789,0.03676750138401985,0.09650000184774399,0.015262500382959843,0.13699999451637268,0.039627499878406525,0.038600001484155655,0.0011825000401586294,0.0215000007301569,0.0016774999676272273,0.24741342663764954,0.008922763168811798,0.021321652457118034,0.6030848622322083,0.23534071445465088,0.1403118222951889
surf,2008/2010,31,65,POINT (179.16760768572104 -8.431329480258958),1.0,738660.0,-932640.0,0.0,0.1673000007867813,0.04160749912261963,3.0,0.16500000655651093,0.03195500001311302,0.09709999710321426,0.0006050000083632767,0.14010000228881836,0.025712499395012856,0.038600001484155655,0.008937500417232513,0.023900000378489494,0.0025025000795722008,0.2458937019109726,0.017425958067178726,0.03527376428246498,0.6208251714706421,0.25906145572662354,0.13727235794067383
surf,2008/2010,31,65,POINT (179.1676061904115 -8.431578615300092),1.0,738660.0,-932670.0,0.0,0.2029999941587448,0.027444999665021896,3.0,0.20559999346733093,0.008414999581873417,0.1080000028014183,0.0042624999769032,0.17659999430179596,0.002859999891370535,0.03840000182390213,0.004840000066906214,0.01899999938905239,0.006765000056475401,0.22076484560966492,0.02031707763671875,0.031065721064805984,0.685245931148529,0.31122446060180664,0.08474577963352203
surf,2008/2010,31,65,POINT (179.1678131073626 -8.431611307703076),1.0,738690.0,-932670.0,0.0,0.2223999947309494,0.023705000057816505,3.0,0.22100000083446503,0.012292499653995037,0.1160999983549118,0.007644999772310257,0.1876000016927719,0.018205000087618828,0.03840000182390213,0.002557500032708049,0.016599999740719795,0.00434499979019165,0.20276722311973572,0.0024491315707564354,0.018757836893200874,0.7039321064949036,0.3111836314201355,0.04875054210424423
surf,2008/2010,31,65,POINT (179.1678621589463 -8.43185265069888),1.0,738690.0,-932700.0,0.0,0.18359999358654022,0.06566999852657318,3.0,0.20180000364780426,0.03148749843239784,0.11230000108480453,0.0032999999821186066,0.17949999868869781,0.014960000291466713,0.03629999980330467,0.00434499979019165,0.01899999938905239,0.0025025000795722008,0.2232045829296112,0.0031114371959120035,0.0573020838201046,0.6950860619544983,0.2849411070346832,0.06533502042293549
surf,2008/2010,31,65,POINT (179.16810510964453 -8.43183072736078),1.0,738720.0,-932700.0,0.0,0.24330000579357147,0.11759000271558762,3.0,0.2401999980211258,0.10279499739408493,0.1273999959230423,0.030937500298023224,0.20720000565052032,0.08937499672174454,0.04780000075697899,0.006599999964237213,0.023900000378489494,0.0025025000795722008,0.13005661964416504,0.0755908265709877,0.06894895434379578,0.668055534362793,0.30685529112815857,0.002349295886233449
surf,2008/2010,31,65,POINT (179.16871244954336 -8.432413824994258),1.0,738780.0,-932760.0,0.0,0.21080000698566437,0.035805001854896545,4.0,0.219200000166893,0.01524875033646822,0.13130000233650208,0.011701250448822975,0.20000000298023224,0.020047500729560852,0.0544000007212162,0.019923750311136246,0.02630000002682209,0.005788750015199184,0.0918641909956932,0.051636952906847,0.06703715026378632,0.6023391485214233,0.25078460574150085,-0.012726557441055775
surf,2008/2010,31,65,POINT (179.16893850375277 -8.432392255023252),1.0,738810.0,-932760.0,0.0,0.2379000037908554,0.05319875106215477,4.0,0.24699999392032623,0.07327374815940857,0.1606999933719635,0.05425750091671944,0.2198999971151352,0.07147250324487686,0.04529999941587448,0.004042500164359808,0.029999999329447746,0.004441250115633011,0.08469700813293457,0.04137798771262169,0.07345500588417053,0.6900445222854614,0.2116752564907074,-0.11326632648706436
surf,2008/2010,31,65,POINT (179.1683911361656 -8.432087300601834),1.0,738750.0,-932730.0,0.0,0.1704999953508377,0.04828999936580658,3.0,0.17900000512599945,0.03077249974012375,0.10849999636411667,0.015894999727606773,0.1696999967098236,0.030910000205039978,0.03629999980330467,0.015482500195503235,0.026399999856948853,0.002337499987334013,0.2317633181810379,0.0843554213643074,0.08988267928361893,0.6627960801124573,0.245217427611351,0.08245247602462769
surf,2008/2010,31,65,POINT (179.16393512520355 -8.42967951859513),1.0,738270.0,-932460.0,0.0,0.14110000431537628,0.0514799989759922,3.0,0.14560000598430634,0.031734999269247055,0.08579999953508377,0.03632749989628792,0.12210000306367874,0.025107499212026596,0.03629999980330467,0.020239999517798424,0.0215000007301569,0.011769999749958515,0.2892274558544159,0.198331817984581,0.17809133231639862,0.6008796095848083,0.2584269940853119,0.19738075137138367
surf,2008/2010,31,65,POINT (179.1632002271549 -8.429459267998062),1.0,738180.0,-932430.0,0.0,0.1688999980688095,0.07246249914169312,3.0,0.1720999926328659,0.05241499841213226,0.08950000256299973,0.03223000094294548,0.14010000228881836,0.037950001657009125,0.03840000182390213,0.004840000066906214,0.01899999938905239,0.006765000056475401,0.26689770817756653,0.049278195947408676,0.08043266087770462,0.6351543068885803,0.3157491981983185,0.17701150476932526
